Section,,PACK DE PERSONNALISATION,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,SÉCURITÉ,EQUIPEMENTS,EQUIPEMENTS,EQUIPEMENTS,LIGNES ET STYLE,KITS DÉCORS,RÉTROVISEURS,PACKS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,FINITION,PRICE,VALIDITY,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,LIGNES ET STYLE,RÉTROVISEURS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,SYSTÈMES AUDIO ET TÉLÉMATIQUE,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,SÉCURITÉ,SÉCURITÉ,SÉCURITÉ,SÉCURITÉ,EQUIPEMENTS,LIGNES ET STYLE,LIGNES ET STYLE,LIGNES ET STYLE,RÉTROVISEURS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,SYSTÈMES AUDIO ET TÉLÉMATIQUE,CONFORT ET FONCTIONNALITÉ,SÉCURITÉ,PACKS,SYSTÈMES AUDIO ET TÉLÉMATIQUE,SYSTÈMES AUDIO ET TÉLÉMATIQUE
Title,,Pack Color Anodised Blue,Volant croute de cuir,Sièges AV réglables hauteur + Lombaire conducteur,Essuie-vitre avant automatique,Aide au stationnement arrière,"Chargeur embarqué 7,4 kW monophasé",My Citroën Play : Système audio numérique sur tablette tactile 10?? avec fonction Mirror Screen.,Système audio numérique (DAB) MP3 6 HP,Poignées de portes extérieures Noir Brillant,Décor Bleu sur les panneaux intérieurs de porte,Rétroviseurs extérieurs électriques et dégivrants,Pack Safety,Combiné numérique couleur,,,,Tiroir de planche de bord,Caméra de recul avec Top Rear Vision,Poignées de portes extérieures couleur caisse,"Rétros éléc. et dégi, rabattables électriquement",Combiné numérique couleur avec rétro-éclairage,My Citroën Drive : navigation sur tablette tactile 10',Accoudoir central arrière avec trappe à ski,Volant chauffant,Volant cuir pleine fleur,Accès et démarrage mains libres Proximity,Système de surveillance d'angle mort,Commutation automatique des feux de route,Rég. de vitesse adaptatif avec fonction Stop & Go,Suspensions Citroën Advanced Comfort,Affichage tête haute couleur,Essuie-vitre avant automatique,Jonc chromé sur les lécheurs de vitres latérales,Vitres et lunette arrière surteintées,Feux diurnes à LED,Rétroviseur intérieur électrochrome,Kit mains libres Bluetooth et prise USB RANG 1 (type A),Smart Pad Support Citroën,Sièges avant chauffants,Caméra de recul Top Rear Vision,Highway Driver Assist,Recharge sans fil pour smartphone,HiFi System
PAGE #,CAR #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,True,True,True,True,False,False,False,True,False,False,False,False,False,FEEL PACK,39500,2022-05-11 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,5,True,True,True,True,False,False,False,True,False,True,False,False,False,FEEL PACK,39500,2022-05-11 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,6,True,True,True,True,False,False,False,True,False,True,False,False,False,FEEL PACK,39500,2022-05-30 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,9,True,True,True,True,False,False,False,True,False,True,False,False,False,FEEL PACK,39500,2022-05-11 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,1,True,True,True,True,False,False,False,True,False,False,False,False,False,FEEL PACK,39500,2022-05-11 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,3,True,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39500,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
12,7,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39500,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
12,8,True,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39500,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,2,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,4,False,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,5,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,6,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,7,False,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,8,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-13 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
13,9,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,1,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,2,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39550,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,6,True,True,True,True,False,False,False,True,False,True,False,True,False,FEEL PACK,39600,2022-05-11 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,4,True,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39600,2022-05-13 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,7,False,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39600,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,8,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39600,2022-05-13 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,9,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39600,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
15,5,False,True,True,True,False,False,False,True,False,False,False,False,False,FEEL PACK,39650,2022-05-30 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,1,True,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
15,2,False,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
15,3,True,False,True,False,False,True,False,True,False,False,False,False,False,SHINE,39650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
15,4,False,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39650,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
15,7,True,True,True,True,False,False,False,True,False,True,False,False,False,FEEL PACK,39700,2022-05-30 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,8,True,True,True,True,False,False,False,True,False,True,False,False,False,FEEL PACK,39700,2022-05-30 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,6,True,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,39700,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,5,True,True,True,True,False,True,False,True,False,True,False,False,False,FEEL PACK,39750,2022-05-11 00:00:00+00:00,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,9,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,2,False,False,False,False,False,False,False,True,False,False,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,4,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,6,True,False,True,False,False,False,False,False,False,True,False,False,False,SHINE,39750,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,7,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,8,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
16,9,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,1,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,2,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,4,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,5,True,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,39750,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,6,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39750,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,7,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39800,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,8,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,9,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,1,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,2,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,4,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-20 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,5,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,6,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,7,False,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,8,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,9,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,1,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-06-03 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,2,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,4,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,5,False,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,6,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,7,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,8,False,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,39850,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,9,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,1,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,2,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,4,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-27 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,5,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,6,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,7,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,8,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39850,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
20,9,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,39900,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,1,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,39900,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,2,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,39900,2022-05-27 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,3,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,39900,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,4,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,39950,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
21,6,True,False,True,False,False,True,False,True,False,False,False,False,False,SHINE,40000,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
21,7,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40000,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
21,8,True,False,True,False,False,True,False,True,False,False,False,False,False,SHINE,40000,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
21,5,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40000,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,9,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40000,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,1,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,2,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,3,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,4,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,5,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,6,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,7,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,8,False,False,True,False,False,False,False,True,False,False,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
22,9,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,1,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,2,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,4,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40050,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,5,False,False,False,False,False,True,False,True,False,False,False,False,False,SHINE,40100,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,6,False,False,False,False,False,True,False,True,False,False,False,False,False,SHINE,40100,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,7,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40100,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,9,False,False,False,False,False,True,False,True,False,False,False,False,False,SHINE,40100,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,8,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40100,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24,1,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40150,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True
24,3,True,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40200,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
24,4,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40200,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
24,2,False,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40200,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24,5,True,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,40250,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
24,6,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40300,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
24,9,False,False,True,False,False,False,False,True,False,True,False,False,False,SHINE,40300,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
24,7,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40300,2022-05-27 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24,8,True,False,False,False,False,False,False,False,False,True,False,False,False,SHINE PACK,40300,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
25,1,True,False,True,False,False,True,False,True,False,True,False,False,False,SHINE,40350,2022-05-11 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
25,2,True,False,False,False,False,True,False,False,False,True,False,False,False,SHINE PACK,40350,2022-05-30 00:00:00+00:00,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
